Sale_ID,Customer_ID,Product_ID,Date,Quantity,Price,Discount,Name,Age,Gender,Region,Product_Name,Category,Supplier_ID,Cost_Price,Supplier_Name,Contact_Person,Contact_Email,City,State
1077,C139,P028,2024-01-05,8,46.0,0.07322674381252017,Nina Young,53,M,North,Widget AB,Electronics,S008,23.0,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
1078,C139,P023,2024-01-05,3,24.0,0.07512899249387053,Nina Young,53,M,North,Tool W,Hardware,S003,12.0,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
1079,C147,P032,2024-01-05,9,48.0,0.005157674541577906,Karen Hall,66,F,West Coast,Gadget AF,Home Appliances,S002,24.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1080,C088,P027,2024-01-05,3,85.0,0.009013428448678541,Emily Adams,59,F,East Coast,Appliance AA,Home Appliances,S007,42.5,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
1081,C055,P002,2024-01-05,7,50.0,0.08807548308334516,Yara Walker,58,F,Midwest,Gadget B,Home Appliances,S002,25.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1082,C037,P026,2024-01-05,4,22.0,0.006654976999791007,Dan White,21,F,Midwest,Item Z,Office Supplies,S006,11.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
1083,C030,P042,2024-01-05,10,53.0,0.09164761099194366,Leo Carter,54,M,East Coast,Gadget AP,Home Appliances,S002,26.5,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1084,C017,P029,2024-01-05,8,40.0,0.041354145989128704,Mia Brown,55,M,West Coast,Tool AC,Hardware,S009,20.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
1085,C074,P004,2024-01-05,9,10.0,0.07920077368017893,Carol Parker,32,M,South,Accessory D,Accessories,S004,5.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
1086,C107,P044,2024-01-05,10,10.5,0.0010077305812743688,Jack Hall,68,F,Midwest,Accessory AR,Accessories,S004,5.25,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
1087,C117,P031,2024-01-05,2,37.0,0.06035614599743616,Isla Walker,44,M,South,Widget AE,Electronics,S001,18.5,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
1088,C101,P012,2024-01-05,8,44.0,0.0020938853315664364,Karen Hill,69,F,East Coast,Gadget L,Home Appliances,S002,22.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1089,C143,P048,2024-01-05,8,44.5,0.045193731140802156,Yara Hall,19,F,Midwest,Widget AV,Electronics,S008,22.25,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
1090,C048,P010,2024-01-05,6,15.0,0.07618256009934052,Yara Walker,21,M,North,Accessory J,Accessories,S010,7.5,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
1091,C010,P021,2024-01-05,10,34.0,0.017455925126767136,Grace White,37,F,East Coast,Widget U,Electronics,S001,17.0,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
1092,C103,P035,2024-01-05,9,63.0,0.028955217405265955,Tina Allen,23,F,West Coast,Device AI,Electronics,S005,31.5,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
1093,C061,P013,2024-01-05,2,23.0,0.028318911712582807,Paul Young,62,M,Midwest,Tool M,Hardware,S003,11.5,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
1094,C065,P043,2024-01-05,6,28.0,0.05309030654984767,Quinn Hall,64,M,East Coast,Tool AQ,Hardware,S003,14.0,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
1095,C091,P045,2024-01-05,1,59.5,0.06927066076644903,Uma Lee,67,F,Midwest,Device AS,Electronics,S005,29.75,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
1096,C106,P045,2024-01-06,10,59.5,0.07303072999220643,Emily Green,61,M,North,Device AS,Electronics,S005,29.75,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
1097,C143,P050,2024-01-06,7,17.5,0.022985062063094888,Yara Hall,19,F,Midwest,Accessory AX,Accessories,S010,8.75,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
1098,C115,P019,2024-01-06,6,38.0,0.011329257998358057,Bob Parker,25,M,West Coast,Tool S,Hardware,S009,19.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
1099,C125,P002,2024-01-06,8,50.0,0.09404952467556045,Jack Clark,59,M,Midwest,Gadget B,Home Appliances,S002,25.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1100,C064,P026,2024-01-06,8,22.0,0.07473530729049052,Frank Clark,32,M,South,Item Z,Office Supplies,S006,11.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
1101,C039,P035,2024-01-06,6,63.0,0.06939276806552545,Quinn Hall,43,M,East Coast,Device AI,Electronics,S005,31.5,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
1102,C083,P039,2024-01-06,6,35.0,0.013355466656241677,Emily Brown,44,M,East Coast,Tool AM,Hardware,S009,17.5,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
1103,C149,P052,2024-01-06,1,47.5,0.02181811297635492,Frank Carter,42,F,South,Gadget AZ,Home Appliances,S002,23.75,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1104,C022,P026,2024-01-06,3,22.0,0.00600529597416919,Nina Taylor,60,F,South,Item Z,Office Supplies,S006,11.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
1105,C073,P030,2024-01-06,4,18.0,0.03932450083608873,Mia Allen,36,M,East Coast,Accessory AD,Accessories,S010,9.0,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
1106,C002,P053,2024-01-06,8,22.5,0.002842598140910202,Xander Jones,66,F,Midwest,Tool BA,Hardware,S003,11.25,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
1107,C096,P002,2024-01-06,2,50.0,0.04269889894194582,Quinn Hall,59,F,South,Gadget B,Home Appliances,S002,25.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1108,C009,P021,2024-01-06,7,34.0,0.07853422480866627,Tina Brown,40,M,East Coast,Widget U,Electronics,S001,17.0,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
1109,C130,P013,2024-01-06,8,23.0,0.05317747097821897,Alice King,60,M,Midwest,Tool M,Hardware,S003,11.5,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
1110,C123,P026,2024-01-06,4,22.0,0.022520491554793555,Rachel Young,22,F,West Coast,Item Z,Office Supplies,S006,11.0,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
1111,C085,P001,2024-01-06,4,30.0,0.018996506083244626,Rachel Green,20,F,North,Widget A,Electronics,S001,15.0,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
1112,C095,P043,2024-01-06,2,28.0,0.023526578883579098,Tina Taylor,52,F,South,Tool AQ,Hardware,S003,14.0,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
1113,C034,P008,2024-01-06,9,40.0,0.048687119496354264,Alice King,23,F,East Coast,Widget H,Electronics,S008,20.0,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
1114,C143,P049,2024-01-06,2,39.5,0.05873030359859922,Yara Hall,19,F,Midwest,Tool AW,Hardware,S009,19.75,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
1115,C130,P015,2024-01-06,8,70.0,0.09024204977271483,Alice King,60,M,Midwest,Device O,Electronics,S005,35.0,Office Tech Depot,Kevin Lee,kevin@officetechdepot.com,Chicago,IL
1116,C136,P001,2024-01-07,5,30.0,0.037758414955671615,Henry Mitchell,54,M,Midwest,Widget A,Electronics,S001,15.0,Gadget World,Emily Rose,emily@gadgetworld.com,New York,NY
1117,C010,P002,2024-01-07,8,50.0,0.08425350591364723,Grace White,37,F,East Coast,Gadget B,Home Appliances,S002,25.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1118,C098,P012,2024-01-07,7,44.0,0.09698384167507068,Henry Hall,60,F,Midwest,Gadget L,Home Appliances,S002,22.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1119,C060,P030,2024-01-07,5,18.0,0.04862086919205059,Alice Adams,38,M,East Coast,Accessory AD,Accessories,S010,9.0,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
1120,C015,P004,2024-01-07,2,10.0,0.03565209233768425,Henry Parker,70,F,South,Accessory D,Accessories,S004,5.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
1121,C061,P052,2024-01-07,1,47.5,0.030615084655207927,Paul Young,62,M,Midwest,Gadget AZ,Home Appliances,S002,23.75,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1122,C128,P044,2024-01-07,2,10.5,0.029256100665315334,Xander Carter,42,M,Midwest,Accessory AR,Accessories,S004,5.25,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
1123,C041,P014,2024-01-07,2,12.0,0.0022182215947421425,Carol Jones,40,F,West Coast,Accessory N,Accessories,S004,6.0,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
1124,C052,P009,2024-01-07,2,36.0,0.05705297900889688,Jack Allen,31,M,North,Tool I,Hardware,S009,18.0,Gourmet Gadgets,Alice Brown,alice@gourmetgadgets.com,Seattle,WA
1125,C140,P032,2024-01-07,1,48.0,0.04835775925484818,Wendy Hall,28,F,East Coast,Gadget AF,Home Appliances,S002,24.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1126,C002,P018,2024-01-07,10,43.0,0.006535026688939372,Xander Jones,66,F,Midwest,Widget R,Electronics,S008,21.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
1127,C009,P034,2024-01-07,8,9.5,0.0736756591648886,Tina Brown,40,M,East Coast,Accessory AH,Accessories,S004,4.75,Smart Home Essentials,Sarah Davis,sarah@smarthomeessentials.com,Dallas,TX
1128,C093,P006,2024-01-07,2,25.0,0.022464692661288532,Rachel Taylor,32,M,Midwest,Item F,Office Supplies,S006,12.5,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
1129,C126,P046,2024-01-07,9,25.5,0.062355278627390445,Isla Walker,20,M,North,Item AT,Office Supplies,S006,12.75,Eco Electronics,Linda Parker,linda@ecoelectronics.com,Portland,OR
1130,C134,P053,2024-01-07,1,22.5,0.005185932648130609,Yara Hill,36,M,North,Tool BA,Hardware,S003,11.25,Circuit Solutions,Mark Johnson,mark@circuitsolutions.com,San Francisco,CA
1131,C142,P047,2024-01-07,5,82.5,0.07655910129221323,Henry Hill,36,M,Midwest,Appliance AU,Home Appliances,S007,41.25,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
1132,C117,P010,2024-01-07,5,15.0,0.011349544554738845,Isla Walker,44,M,South,Accessory J,Accessories,S010,7.5,Sports Tech Gear,Michael Harris,michael@sportstechgear.com,Denver,CO
1133,C100,P027,2024-01-08,1,85.0,0.09000768925129929,Paul Wright,68,M,East Coast,Appliance AA,Home Appliances,S007,42.5,HealthTech Supplies,Peter Clark,peter@healthtech.com,Miami,FL
1134,C086,P052,2024-01-08,3,47.5,0.027197761078855433,Emily King,31,F,Midwest,Gadget AZ,Home Appliances,S002,23.75,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1135,C029,P032,2024-01-08,9,48.0,0.008749760478120927,Quinn Taylor,38,M,West Coast,Gadget AF,Home Appliances,S002,24.0,Tech Gear Co.,John Taylor,john@techgear.com,Los Angeles,CA
1136,C067,P018,2024-01-08,2,43.0,0.02769938212513612,Rachel Hill,61,M,East Coast,Widget R,Electronics,S008,21.5,Auto Electronics Pro,Daniel Evans,daniel@autoelectronics.com,Detroit,MI
